종가,저가,고가,시가,MA5,WMA,PER,foreign_보유수량,MA20
45350,45000,46600,46200,46470.0,46490.90909090909,7.02,3462996814,46235.0
45200,44850,45500,44900,46070.0,46233.63636363636,7.0,3461694732,46195.0
44950,44300,45500,44550,45630.0,45947.27272727273,6.96,3453540100,46160.0
43950,43600,44600,44350,45200.0,45512.72727272727,6.8,3451445300,46137.5
43500,42500,43800,42500,44590.0,45055.454545454544,6.73,3448050226,46057.5
43200,43100,43900,43600,44160.0,44612.72727272727,6.69,3442958090,45940.0
42650,42650,43500,43250,43650.0,44128.181818181816,6.6,3441528988,45762.5
43150,43050,43350,43250,43290.0,43817.27272727273,6.68,3439417620,45605.0
43700,43550,44000,44000,43240.0,43679.09090909091,6.76,3438760843,45467.5
43000,42950,43500,43500,43140.0,43457.27272727273,6.66,3438419775,45275.0
43700,43500,44250,43900,43240.0,43427.27272727273,6.76,3435348517,45157.5
43900,43300,43900,43800,43490.0,43463.63636363636,6.79,3436379938,45047.5
43600,43500,44350,44350,43580.0,43469.09090909091,6.75,3436000880,44887.5
44450,43550,44600,43950,43730.0,43653.63636363636,6.88,3433651503,44750.0
44500,44150,44800,44350,44030.0,43838.181818181816,6.89,3433402846,44610.0
44050,43850,44700,44500,44100.0,43922.72727272727,6.82,3432663035,44492.5
43950,43650,44200,43800,44110.0,43973.63636363636,6.8,3432518304,44330.0
43600,42950,43800,43050,44110.0,43937.27272727273,6.75,3432186660,44152.5
44050,43600,44200,43650,44030.0,43974.545454545456,6.82,3432179498,44050.0
44150,43750,44400,44100,43960.0,44023.63636363636,6.83,3430931255,43930.0
43400,43050,44200,44200,43830.0,43915.454545454544,6.72,3431073303,43832.5
44000,43750,44300,43750,43840.0,43921.81818181818,6.81,3428751208,43772.5
43800,43650,44850,44850,43880.0,43890.0,6.78,3426651811,43715.0
43250,43100,43650,43550,43720.0,43754.545454545456,6.69,3426723282,43680.0
44100,43150,44100,43250,43710.0,43795.454545454544,6.83,3422269559,43710.0
45700,44450,46100,44800,44170.0,44134.545454545456,7.07,3418938567,43835.0
46300,45850,46500,46500,44630.0,44552.72727272727,7.17,3420701695,44017.5
46900,46300,47000,46450,45250.0,45037.27272727273,7.26,3422245966,44205.0
47000,46550,47200,47100,46000.0,45480.0,7.27,3424831166,44370.0
47150,46800,47400,47300,46610.0,45896.36363636364,7.3,3426066934,44577.5
47100,46400,47100,47000,46890.0,46249.09090909091,7.29,3425302880,44747.5
46900,46800,47100,47000,47010.0,46498.181818181816,7.26,3423978972,44897.5
47700,46800,47700,46900,47170.0,46840.0,7.38,3424378628,45102.5
49150,47850,49200,48050,47600.0,47374.545454545456,7.61,3426615181,45337.5
49200,49100,49600,49400,48010.0,47810.90909090909,7.61,3431557943,45572.5
49300,49000,49300,49250,48450.0,48172.72727272727,7.63,3432040138,45835.0
49500,48850,49650,49050,48970.0,48505.454545454544,7.66,3432821185,46112.5
48900,48800,49350,49200,49210.0,48670.90909090909,7.57,3430976653,46377.5
49200,48900,49250,49000,49220.0,48854.545454545456,7.61,3430140389,46635.0
48400,48000,48700,48000,49060.0,48852.72727272727,7.49,3428244132,46847.5
49050,47900,49250,48050,49010.0,48946.36363636364,7.59,3427169304,47130.0
48850,48650,49100,48900,48880.0,48968.181818181816,7.56,3427577576,47372.5
47600,47600,48400,48350,48620.0,48727.27272727273,7.37,3426076371,47562.5
48000,47350,48650,47400,48380.0,48560.90909090909,7.43,3428008622,47800.0
47750,47650,48700,48350,48250.0,48370.0,7.39,3427851154,47982.5
48900,47600,49000,47900,48220.0,48414.545454545456,7.57,3427197813,48142.5
48550,48000,49200,48200,48160.0,48402.72727272727,7.51,3426146152,48255.0
49150,48800,49450,49000,48470.0,48517.27272727273,7.61,3427332848,48367.5
50000,49850,50300,50000,48870.0,48781.81818181818,7.74,3429097012,48517.5
50100,49900,50200,49900,49340.0,49050.0,7.75,3430066824,48665.0
50700,50400,50900,50700,49700.0,49396.36363636364,7.85,3430036288,48845.0
50500,50100,50600,50500,50090.0,49676.36363636364,7.82,3430946012,49025.0
49900,49650,50900,50300,50240.0,49817.27272727273,7.72,3431931866,49135.0
50300,49800,50400,49900,50300.0,49989.09090909091,7.79,3431896276,49192.5
51200,50700,51500,50800,50520.0,50282.72727272727,7.92,3430157953,49292.5
51200,50800,51500,51300,50620.0,50513.63636363636,7.92,3432074394,49387.5
50700,50500,52500,52500,50660.0,50611.81818181818,7.85,3433437950,49447.5
50900,50500,51200,50800,50860.0,50707.27272727273,7.88,3432503445,49547.5
51300,50700,51500,50700,51060.0,50843.63636363636,7.94,3431800739,49652.5
51100,50800,51700,51400,51040.0,50920.0,7.91,3434077102,49787.5
50400,50200,50800,50700,50880.0,50850.90909090909,7.8,3435698020,49855.0
50400,50300,51400,51000,50820.0,50787.27272727273,7.8,3436336059,49932.5
51200,50400,51200,50600,50880.0,50870.90909090909,7.92,3435924091,50112.5
52300,51400,52300,51700,51080.0,51130.90909090909,8.09,3433098125,50327.5
52700,52100,52700,52400,51400.0,51427.27272727273,8.16,3434249287,50575.0
53300,52700,53500,52900,51980.0,51805.454545454544,8.25,3437167252,50795.0
52900,52400,53400,53400,52480.0,52072.72727272727,8.19,3441265379,51012.5
52100,52000,53300,53200,52660.0,52154.545454545456,8.06,3440785556,51160.0
51600,51400,52200,52200,52520.0,52123.63636363636,7.99,3438363577,51240.0
52600,51600,52600,51800,52500.0,52269.09090909091,8.14,3437947428,51365.0
52500,52000,52500,52500,52340.0,52369.09090909091,8.13,3437924492,51455.0
52800,51900,52800,51900,52320.0,52485.454545454544,8.17,3438808442,51570.0
53700,52600,53700,52900,52640.0,52721.81818181818,8.31,3436911460,51760.0
53500,53200,53800,53600,53020.0,52876.36363636364,8.28,3436813862,51920.0
53500,52700,53500,53200,53200.0,53009.09090909091,8.28,3435064600,52035.0
52000,52000,53400,53400,53100.0,52854.545454545456,8.05,3435481570,52075.0
51000,50600,52100,51600,52740.0,52541.81818181818,7.89,3433622911,52090.0
51600,50900,51600,51000,52320.0,52372.72727272727,7.99,3430239396,52125.0
51800,51700,52600,52200,51980.0,52249.09090909091,8.02,3428300117,52150.0
51800,51800,52900,51900,51640.0,52121.81818181818,8.02,3426072314,52185.0
52200,51600,52300,51800,51680.0,52081.81818181818,8.08,3418960796,52275.0
51300,51300,52100,51900,51740.0,51883.63636363636,7.94,3419006576,52320.0
50300,50200,51400,51200,51480.0,51530.90909090909,7.79,3417108910,52275.0
50400,50400,51300,50900,51200.0,51258.181818181816,7.8,3414628428,52180.0
49900,49500,50300,49800,50820.0,50950.90909090909,7.72,3411207939,52040.0
49450,49000,49850,49600,50270.0,50627.27272727273,7.65,3407623865,51847.5
49500,49500,50400,50200,49910.0,50359.09090909091,7.66,3404915454,51677.5
50400,49950,50900,50100,49930.0,50281.81818181818,7.8,3403641944,51592.5
51200,50700,51400,50900,50090.0,50371.81818181818,7.92,3402251143,51572.5
51500,50700,51600,51000,50410.0,50527.27272727273,7.97,3400989677,51517.5
51900,51400,52200,51500,50900.0,50760.90909090909,8.03,3399197921,51487.5
53300,52700,53300,53000,51660.0,51254.545454545456,8.25,3398904523,51512.5
54700,53900,54800,54500,52520.0,51966.36363636364,8.47,3404263509,51562.5
54700,54300,54900,54500,53220.0,52598.181818181816,8.47,3408710456,51622.5
56700,55400,56700,55800,54260.0,53515.454545454544,8.78,3408046087,51782.5
56300,56000,57200,56700,55140.0,54236.36363636364,8.71,3410004154,51997.5
56000,55500,57300,57000,55680.0,54778.181818181816,8.67,3411364667,52247.5
56000,55600,56500,56100,55940.0,55201.81818181818,8.67,3411808014,52467.5
55500,55100,56400,56100,56100.0,55432.72727272727,8.59,3410579651,52652.5
55000,54800,55700,55600,55760.0,55494.545454545456,8.51,3406884621,52812.5
55400,54400,55400,54700,55580.0,55565.454545454544,8.57,3403530401,52972.5
56500,55500,56900,55700,55680.0,55772.72727272727,8.74,3396470310,53232.5
55800,55700,56600,56200,55640.0,55794.545454545456,8.64,3394663726,53507.5
55200,55000,56000,55500,55580.0,55687.27272727273,8.54,3391513903,53747.5
55500,54900,56600,56000,55680.0,55625.454545454544,8.59,3392458522,54027.5
55500,54600,55600,54900,55700.0,55585.454545454544,8.59,3394101839,54330.0
55800,55600,56400,55700,55560.0,55614.545454545456,8.64,3395947207,54645.0
56800,55900,57400,56200,55760.0,55829.09090909091,8.79,3396603861,54965.0
58600,57400,58600,58400,56440.0,56356.36363636364,9.07,3401953233,55335.0
59500,58300,59700,58800,57240.0,56990.90909090909,9.21,3406123744,55735.0
60000,59100,60000,59600,58140.0,57634.545454545456,9.29,3407591841,56140.0
60000,59900,61000,60400,58980.0,58194.545454545456,9.29,3409768702,56475.0
59000,58900,59600,59500,59420.0,58509.09090909091,9.13,3410068366,56690.0
60700,59000,60700,59100,59840.0,59074.545454545456,9.39,3408914437,56990.0
61300,61000,62000,61900,60200.0,59649.09090909091,9.49,3410117802,57220.0
62400,61700,62800,62000,60680.0,60318.181818181816,9.66,3411538909,57525.0
61400,61200,62400,62000,60960.0,60680.0,9.5,3412169171,57795.0
62300,60400,62600,60500,61620.0,61103.63636363636,9.64,3413588080,58110.0
60800,60700,61800,61800,61640.0,61154.545454545456,9.41,3414326647,58375.0
58800,58300,59400,59400,61140.0,60801.81818181818,9.1,3412832338,58565.0
59100,58800,59700,59100,60480.0,60516.36363636364,9.15,3408109848,58750.0
57200,56800,58800,58800,59640.0,59901.81818181818,8.85,3412061983,58785.0
56400,56400,58400,57800,58460.0,59192.72727272727,8.73,3418159222,58815.0
57200,55200,57400,55500,57740.0,58676.36363636364,8.85,3414335972,58915.0
58900,56800,59000,57100,57760.0,58532.72727272727,9.12,3410421332,59085.0
59500,58900,60200,60000,57840.0,58541.81818181818,9.21,3405724012,59285.0
61100,59700,61100,60100,58620.0,58894.545454545456,9.46,3409834163,59550.0
60400,59700,61200,61100,59420.0,59125.454545454544,9.35,3411082935,59730.0
59700,59100,59800,59200,59920.0,59263.63636363636,9.24,3411100410,59785.0
59900,59700,60700,59800,60120.0,59458.181818181816,9.27,3408617784,59805.0
60500,59700,60700,60300,60320.0,59741.81818181818,9.36,3406745714,59830.0
60700,60500,61600,61200,60240.0,60036.36363636364,9.39,3407347742,59865.0
61800,60200,61900,60900,60520.0,60467.27272727273,9.57,3412519450,60005.0
61500,61200,62000,61600,60880.0,60745.454545454544,9.52,3414110177,60045.0
59800,59700,60900,60800,60860.0,60636.36363636364,9.26,3413234917,59970.0
60200,59400,60400,59800,60800.0,60583.63636363636,9.32,3411414128,59860.0
60000,59600,61300,60700,60660.0,60481.81818181818,9.29,3409398812,59790.0
59200,58500,59800,58800,60140.0,60254.545454545456,9.16,3409535024,59635.0
56800,56800,58100,57400,59200.0,59612.72727272727,8.79,3410863577,59435.0
57900,56200,58000,56200,58820.0,59223.63636363636,8.96,3402458142,59390.0
56500,56000,57000,56000,58080.0,58616.36363636364,8.74,3397993662,59260.0
55900,55500,56900,56300,57260.0,57972.72727272727,8.65,3389825244,59195.0
54200,54200,55500,55000,56260.0,57107.27272727273,8.39,3386320457,59085.0
55000,53600,55500,54300,55900.0,56525.454545454544,8.51,3379998117,58975.0
55400,55100,56900,56700,55400.0,56134.545454545456,8.57,3373458848,58800.0
57400,54600,57600,54800,55580.0,56187.27272727273,8.88,3371100566,58695.0
57800,56700,58000,57600,55960.0,56363.63636363636,8.95,3373668756,58530.0
56500,56200,57200,56500,56420.0,56343.63636363636,8.74,3371029903,58335.0
54200,53600,55000,54700,56260.0,55954.545454545456,8.39,3368279127,58060.0
54600,53700,54900,53800,56100.0,55685.454545454544,8.45,3358278619,57795.0
52100,52000,54400,54300,55040.0,55021.81818181818,8.06,3351584933,57375.0
50800,49300,51900,51000,53640.0,54201.81818181818,7.86,3341401720,56880.0
49950,46850,51600,47450,52330.0,53320.0,7.73,3332243792,56287.5
48900,48800,50900,50100,51270.0,52324.545454545456,7.57,3321589476,55657.5
47300,46700,49650,46900,49810.0,51149.09090909091,7.32,3322755885,55032.5
45600,45600,48350,47750,48510.0,49811.81818181818,7.06,3311728922,54302.5
42950,42300,46650,46400,46940.0,48207.27272727273,6.65,3311183096,53450.0
45400,43550,45500,44150,46030.0,47318.181818181816,7.03,3307989649,52760.0
42500,42400,43550,42600,44750.0,46103.63636363636,6.58,3305522935,52045.0
46950,43050,46950,43850,44680.0,45910.90909090909,7.27,3297694883,51497.5
48650,47150,49600,48950,45290.0,46166.36363636364,7.53,3301417123,51105.0
47800,47700,49300,49000,46260.0,46330.0,7.4,3294832165,50700.0
48300,46850,49700,49600,46840.0,46639.09090909091,7.48,3292258117,50405.0
47850,46550,48350,47050,47910.0,46896.36363636364,7.41,3279266668,50047.5
47750,47150,48500,48000,48070.0,47154.545454545456,7.39,3277315082,49665.0
45800,45800,47900,47450,47500.0,47050.0,7.09,3278789476,49085.0
46800,45350,46850,46200,47300.0,47123.63636363636,7.24,3282913127,48535.0
47000,46550,47600,47400,47040.0,47163.63636363636,7.27,3282743807,48060.0
48700,47250,48800,47500,47210.0,47483.63636363636,7.54,3283782109,47785.0
49600,49000,50200,49650,47580.0,47854.545454545456,7.68,3284032624,47535.0
48600,48600,49750,49600,48140.0,47995.454545454544,7.52,3285448980,47360.0
49100,48700,49800,49750,48600.0,48228.181818181816,7.6,3287865042,47275.0
49250,48650,49250,48950,49050.0,48464.545454545456,7.62,3287903491,47240.0
48300,48300,48900,48650,48970.0,48510.90909090909,7.48,3288583502,47210.0
49000,48300,49200,48800,48850.0,48676.36363636364,7.58,3287412726,47295.0
49000,48550,49350,49350,48930.0,48819.09090909091,7.58,3286436585,47465.0
51400,50300,52000,50800,49390.0,49340.0,7.96,3288869291,47887.5
50100,50000,51400,51400,49560.0,49540.90909090909,7.75,3295137974,48122.5
49250,48700,49700,49400,49750.0,49530.90909090909,7.62,3297064694,48460.0
49850,48350,50000,48700,49920.0,49620.0,7.72,3295280076,48605.0
49850,49500,50300,50200,50090.0,49704.545454545456,7.72,3296821358,48665.0
49350,49000,49750,49650,49680.0,49675.454545454544,7.64,3296671260,48742.5
49850,49100,50000,49350,49630.0,49732.72727272727,7.72,3294906018,48820.0
50100,49300,50100,49850,49800.0,49824.545454545456,7.75,3297069809,48932.5
50000,49600,50500,49900,49830.0,49865.454545454544,7.74,3296993918,49045.0
48500,48500,49100,48900,49560.0,49615.454545454544,15.32,3298091160,49180.0
49200,48500,49200,49000,49530.0,49501.81818181818,15.54,3290008482,49300.0
48800,48700,49300,49200,49320.0,49355.454545454544,15.41,3288439782,49390.0
48800,48800,49350,49100,49060.0,49232.72727272727,15.41,3287441055,49395.0
48400,48300,49250,48900,48740.0,49045.454545454544,15.29,3286011560,49335.0
47900,47550,48500,48400,48620.0,48793.63636363636,15.13,3284649709,49300.0
48550,47200,48550,47250,48490.0,48695.454545454544,15.33,3285179794,49272.5
48000,47650,48100,47750,48330.0,48511.81818181818,15.16,3285433538,49210.0
47850,47700,48450,48400,48140.0,48334.545454545456,15.11,3284058630,49187.5
48800,47600,49100,47950,48220.0,48370.90909090909,15.41,3281944496,49177.5
50300,49700,50500,50100,48700.0,48701.81818181818,15.89,3281319439,49242.5
50000,49800,50200,50000,48990.0,48945.454545454544,15.79,3283625878,49172.5
49950,49850,50400,50300,49380.0,49165.454545454544,15.78,3284189677,49165.0
48750,48600,49800,49600,49560.0,49146.36363636364,15.4,3286231455,49140.0
48850,48450,48900,48750,49570.0,49146.36363636364,15.43,3282583517,49090.0
49250,48600,49450,48700,49360.0,49210.90909090909,15.56,3280425676,49060.0
49900,48800,50000,48950,49340.0,49369.09090909091,15.76,3278128396,49087.5
50400,49900,51200,51100,49430.0,49593.63636363636,15.92,3281127993,49115.0
50700,49700,50700,50000,49820.0,49829.09090909091,16.01,3283445773,49145.0
51200,50600,51200,50800,50290.0,50103.63636363636,16.17,3287326746,49205.0
51400,50800,51500,51000,50720.0,50370.90909090909,16.23,3287872854,49350.0
54500,51700,55000,51800,51640.0,51181.81818181818,17.21,3287419976,49615.0
54600,54600,57000,55800,52480.0,51929.09090909091,17.25,3290978887,49905.0
55500,54000,55900,54400,53440.0,52755.454545454544,17.53,3290948780,50240.0
54900,54700,56500,56400,54180.0,53350.0,17.34,3290944570,50565.0
55500,54400,56500,55800,55000.0,53943.63636363636,17.53,3289350504,50945.0
55400,54900,55900,55100,55180.0,54405.454545454544,17.5,3289773517,51287.5
54300,53200,55100,54500,55120.0,54567.27272727273,17.15,3288883783,51602.5
52300,51500,52800,52100,54480.0,54294.545454545456,16.52,3287082512,51825.0
49900,49900,52000,51400,53480.0,53556.36363636364,15.76,3286776856,51880.0
52100,50600,52100,51200,52800.0,53241.81818181818,16.46,3285960756,51970.0
52200,51300,52900,52100,52160.0,52932.72727272727,16.49,3285012646,52080.0
52300,51600,52300,52200,51760.0,52683.63636363636,16.52,3286480463,52197.5
52900,51600,52900,52600,51880.0,52585.454545454544,16.71,3286829576,52405.0
52000,51800,52600,52000,52300.0,52370.90909090909,16.42,3288708153,52562.5
51400,51100,52800,52500,52160.0,52100.0,16.23,3287560818,52670.0
52900,51600,53900,51900,52300.0,52176.36363636364,16.71,3287043232,52820.0
51900,51900,53000,52100,52220.0,52116.36363636364,16.39,3285703719,52895.0
53300,52200,53900,52800,52300.0,52354.545454545456,16.84,3281245382,53025.0
52400,52000,53200,52500,52380.0,52410.90909090909,16.55,3282572808,53085.0
52800,52800,53900,53900,52660.0,52494.545454545456,16.68,3281656297,53155.0
52600,52400,53600,53400,52600.0,52529.09090909091,16.61,3283329948,53060.0
52900,52100,52900,52100,52800.0,52610.90909090909,16.71,3287946503,52975.0
53600,52700,53600,53000,52860.0,52809.09090909091,16.93,3288523498,52880.0
55000,53800,55000,54000,53380.0,53249.09090909091,17.37,3290060990,52885.0
53400,53400,55900,55800,53500.0,53343.63636363636,16.87,3291695610,52780.0
53000,52900,53900,53600,53580.0,53329.09090909091,16.74,3291151037,52660.0
52800,52800,53600,53200,53560.0,53276.36363636364,16.68,3291961659,52585.0
52700,52300,53200,53100,53380.0,53189.09090909091,16.65,3293470941,52605.0
53400,53100,53800,53300,53060.0,53240.0,16.87,3295815100,52780.0
53800,53200,53800,53700,53140.0,53345.454545454544,16.99,3297196342,52865.0
54700,54300,55000,54400,53480.0,53596.36363636364,17.28,3299408509,52990.0
53800,53800,54800,54800,53680.0,53645.454545454544,16.99,3304889075,53065.0
54400,54100,54700,54200,54020.0,53787.27272727273,17.18,3303905728,53140.0
54200,54000,54800,54800,54180.0,53878.181818181816,17.12,3305516184,53250.0
55300,54800,55400,55200,54480.0,54183.63636363636,17.47,3306586922,53445.0
54700,54700,55500,55300,54480.0,54345.454545454544,17.28,3312295217,53535.0
54100,53800,54700,54700,54540.0,54367.27272727273,17.09,3312100431,53645.0
54200,53700,54400,54000,54500.0,54383.63636363636,17.12,3310936379,53690.0
55600,54300,55700,54300,54780.0,54627.27272727273,17.56,3313429996,53850.0
58600,56400,58800,57000,55440.0,55376.36363636364,18.51,3320606041,54140.0
59000,58600,60400,60300,56300.0,56110.90909090909,18.64,3337129816,54460.0
59000,59000,60100,59700,57280.0,56767.27272727273,18.64,3342000929,54765.0
57900,57700,59600,59500,58020.0,57129.09090909091,18.29,3343814043,54980.0
56800,56700,57900,57800,58260.0,57227.27272727273,17.94,3342603301,55070.0
57300,57000,58100,57200,58000.0,57369.09090909091,18.1,3339228864,55265.0
56900,56300,57500,57300,57580.0,57401.81818181818,17.97,3338111034,55460.0
58000,57100,58400,57100,57380.0,57594.545454545456,18.32,3336912129,55720.0
57500,57100,58400,57900,57300.0,57625.454545454544,18.16,3337635274,55960.0
57800,57500,58300,57600,57500.0,57650.90909090909,18.26,3339289268,56180.0
58200,57800,59500,58000,57680.0,57709.09090909091,18.38,3339282837,56400.0
59000,57700,59000,58200,58100.0,57920.0,18.64,3339839462,56615.0
58700,58000,59600,59400,58240.0,58076.36363636364,18.54,3339953185,56860.0
58000,57700,58400,58000,58340.0,58110.90909090909,18.32,3338717100,57040.0
58400,58000,59900,58900,58460.0,58216.36363636364,18.45,3337403113,57250.0
57800,57800,59200,59000,58380.0,58183.63636363636,18.26,3340442432,57375.0
55400,55300,57600,57600,57660.0,57705.454545454544,17.5,3340042743,57410.0
55900,55800,56900,56200,57100.0,57345.454545454544,17.66,3339587610,57500.0
56100,55400,56600,55800,56720.0,57060.0,17.72,3341272741,57595.0
56400,56100,56800,56400,56320.0,56854.545454545456,17.81,3341629824,57635.0
56400,55700,56500,56400,56040.0,56674.545454545456,17.81,3341734801,57525.0
55600,55600,56300,56300,56080.0,56381.81818181818,17.56,3344134129,57355.0
55400,55400,56300,56100,55980.0,56114.545454545456,17.5,3344210115,57175.0
54000,54000,56100,56000,55560.0,55652.72727272727,17.06,3341517967,56980.0
54200,54100,54800,54100,55120.0,55300.0,17.12,3330770276,56850.0
54400,54100,55100,54600,54720.0,55060.0,17.18,3329332324,56705.0
56400,55500,56700,55600,54880.0,55245.454545454544,17.81,3328550592,56680.0
55600,55100,55800,55200,54920.0,55267.27272727273,17.56,3332550013,56560.0
56500,55800,57300,56100,55420.0,55458.181818181816,17.85,3330417203,56510.0
58700,57200,58700,57400,56320.0,56041.81818181818,18.54,3330377694,56555.0
58400,57800,59300,58200,57120.0,56529.09090909091,18.45,3334864895,56565.0
59200,59100,60000,59900,57680.0,57125.454545454544,18.7,3337163648,56575.0
59000,58200,59400,59300,58360.0,57620.0,18.64,3342832763,56590.0
60400,59900,60800,60200,59140.0,58303.63636363636,19.08,3342297258,56710.0
61000,60500,61000,60900,59600.0,58980.0,19.27,3343795931,56840.0
61000,60600,61300,61100,60120.0,59532.72727272727,19.27,3343427056,57000.0
59500,59300,60800,60700,60180.0,59692.72727272727,18.79,3346611159,57205.0
59300,59100,59900,59800,60240.0,59760.0,18.73,3344901755,57375.0
59200,59000,60000,59100,60000.0,59741.81818181818,18.7,3342907742,57530.0
58200,57800,59700,59100,59440.0,59492.72727272727,18.38,3341968766,57620.0
58600,57400,58800,58400,58960.0,59325.454545454544,18.51,3342059914,57730.0
57800,57600,58600,57700,58620.0,59009.09090909091,18.26,3342846232,57840.0
57900,57700,58200,57700,58340.0,58736.36363636364,18.29,3341981626,57965.0
58200,57900,58800,58300,58140.0,58538.181818181816,18.38,3338304491,58175.0
58200,58200,59000,58300,58140.0,58380.0,18.38,3336360998,58375.0
58700,57500,59200,57500,58160.0,58363.63636363636,18.54,3334623662,58590.0
59000,58700,59900,59400,58400.0,58443.63636363636,18.64,3334548952,58720.0
59900,58500,59900,58700,58800.0,58696.36363636364,18.92,3337046323,58935.0
59700,59500,60700,60500,59100.0,58901.81818181818,18.86,3339820163,59095.0
60400,59900,60400,60000,59540.0,59225.454545454544,19.08,3344479690,59180.0
60900,60400,61400,61000,59980.0,59600.0,19.24,3347612882,59305.0
60900,60500,61100,61000,60360.0,59932.72727272727,19.24,3349585626,59390.0
60000,59700,60800,60700,60380.0,60045.454545454544,18.95,3350943488,59440.0
59500,59000,60400,60000,60340.0,60029.09090909091,18.79,3348668311,59395.0
60000,59500,60200,59600,60260.0,60080.0,18.95,3348684518,59345.0
60900,60100,60900,60300,60260.0,60261.81818181818,19.24,3349021732,59340.0
60900,60600,61500,61200,60260.0,60403.63636363636,19.24,3353917884,59410.0
